Worker_ID,Age,Gender,Education_Level,Gig_Platform,Monthly_Income,Hours_Per_Week,Job_Satisfaction,Mental_Health_Score,Workplace_Support,Job_Security,Career_Growth_Opportunities,Is_Primary_Income_Source,Impact_on_FTE
2169,45,Female,Undergraduate,Freelancer,35344,34,3,3.8775406357796802,3,3,3,0,1
2170,26,Male,Postgraduate,Upwork,32770,42,2,1.0032167796938036,2,3,3,1,0
2171,44,Male,High School,Swiggy,22275,36,3,5.129083101052119,3,4,4,1,1
2172,48,Female,Postgraduate,Freelancer,14235,49,3,4.835229767588884,3,3,4,1,1
2173,46,Female,Diploma,Amazon Flex,27702,22,3,4.0554713309178,3,3,3,0,0
2174,23,Male,High School,Freelancer,37868,48,2,4.32635334401695,2,3,3,1,0
2175,27,Female,Diploma,Freelancer,39662,38,4,4.814418031954953,3,4,4,1,1
2176,34,Female,Postgraduate,Upwork,28084,32,2,5.561711447611849,3,3,3,0,0
2177,26,Female,Undergraduate,Freelancer,33614,44,3,1.5917081594018363,3,2,2,0,0
2178,49,Female,Undergraduate,Uber,41279,35,3,4.0586442050058675,4,3,3,1,1
2179,46,Male,Postgraduate,Upwork,21176,51,4,3.1623074062524266,3,3,3,1,1
2180,24,Male,Undergraduate,Amazon Flex,32335,48,3,0.6801380696648196,2,2,3,0,0
2181,42,Other,Postgraduate,Amazon Flex,30748,54,3,2.6461081202952967,4,3,4,1,1
2182,41,Female,Diploma,Amazon Flex,25665,47,2,3.755461791507115,2,2,2,1,0
2183,37,Female,High School,Swiggy,37780,20,2,4.883058420804417,2,3,2,1,0
2184,24,Male,Postgraduate,Amazon Flex,28127,34,3,2.3863177327842324,3,3,2,1,0
2185,28,Male,Undergraduate,Freelancer,29841,30,2,3.5410659370104645,2,3,2,1,0
2186,47,Male,Postgraduate,Uber,30006,37,2,2.008802062262209,2,3,3,0,0
2187,42,Female,Diploma,Amazon Flex,29263,38,3,1.959324207404341,3,2,2,1,0
2188,38,Female,Diploma,Amazon Flex,27971,41,3,4.36855527778996,4,4,3,0,1
2189,31,Male,Postgraduate,Upwork,41896,38,3,3.9196200278678686,4,4,4,0,1
2190,30,Male,Undergraduate,Amazon Flex,39417,27,4,3.969361299554692,3,3,4,1,1
2191,35,Female,High School,Amazon Flex,28415,40,3,3.5860077053491852,2,2,2,1,0
2192,30,Male,Diploma,Freelancer,34221,49,3,1.8161451995601385,3,3,3,0,1
2193,46,Male,Diploma,Swiggy,41146,22,3,3.5948043619619936,2,3,2,0,0
2194,29,Female,Undergraduate,Swiggy,33542,44,4,3.8870119740793445,3,3,3,0,1
2195,45,Male,High School,Freelancer,41799,20,4,4.313596316632572,3,4,4,1,1
2196,46,Male,Undergraduate,Uber,33178,23,3,3.164494033530684,3,2,3,0,0
2197,26,Female,Undergraduate,Uber,42573,26,3,2.5655153701394964,4,4,3,0,1
2198,26,Male,High School,Amazon Flex,30359,24,2,1.3452232949114853,2,2,3,0,0
2199,35,Male,Diploma,Upwork,23925,37,3,3.7674220942257968,3,3,2,1,0
2200,48,Male,Diploma,Upwork,31971,50,4,3.460512972798966,4,4,3,0,1
2201,40,Female,Diploma,Upwork,27650,36,3,0.4667400203378771,3,2,2,1,0
2202,48,Male,High School,Uber,25052,48,3,1.8642160216585373,2,3,3,1,0
2203,22,Male,Undergraduate,Upwork,44194,50,3,1.8209172391933017,3,4,3,0,1
2204,49,Male,Postgraduate,Freelancer,23372,54,3,4.608989204509228,3,3,3,1,1
2205,32,Male,Undergraduate,Uber,25698,51,4,2.567482222716726,4,3,3,1,1
2206,28,Male,High School,Uber,39802,21,3,5.531443552650259,4,3,4,1,1
2207,30,Male,Diploma,Swiggy,35387,31,2,4.131797430473388,2,3,2,1,0
2208,28,Male,High School,Uber,34467,44,3,4.4955096396998675,3,2,3,1,0
2209,31,Male,Undergraduate,Swiggy,28970,21,3,4.501160992894594,4,3,3,0,1
2210,35,Female,Diploma,Freelancer,34218,43,2,3.097672913469635,2,2,3,0,0
2211,36,Female,Postgraduate,Swiggy,31324,33,2,2.933645342170199,3,3,3,1,0
2212,44,Male,Diploma,Swiggy,42367,51,3,5.286520489966833,2,3,2,0,0
2213,49,Male,High School,Freelancer,23990,39,3,3.056923417110178,4,3,3,1,1
2214,42,Male,Postgraduate,Amazon Flex,42532,41,2,2.7675257653616816,2,3,3,0,0
2215,37,Male,High School,Freelancer,38441,37,2,1.8984380829001917,2,3,2,0,0
2216,47,Female,Postgraduate,Swiggy,45995,49,4,2.572472050822566,3,4,3,0,1
2217,39,Male,High School,Amazon Flex,36529,35,3,4.564423629027977,4,4,3,0,1
2218,30,Female,Postgraduate,Uber,41031,25,4,4.780278859215046,4,3,3,1,1
2219,27,Female,Postgraduate,Upwork,40095,27,4,2.985083059637578,4,3,3,0,1
2220,37,Female,High School,Freelancer,27509,48,3,2.7080584581422817,2,3,2,1,0
2221,49,Male,High School,Freelancer,26636,22,3,4.63513640737395,4,3,3,0,1
2222,44,Male,Undergraduate,Uber,40232,27,3,3.142502500119212,4,4,3,0,1
2223,32,Male,High School,Upwork,42375,50,3,2.5374196353028,2,3,2,0,0
2224,27,Male,Postgraduate,Freelancer,40809,29,3,4.723311141005148,3,3,3,1,1
2225,46,Male,High School,Swiggy,36644,30,2,3.314715372020917,3,2,3,1,0
2226,34,Male,Undergraduate,Swiggy,29576,29,3,4.459647913408768,3,3,3,0,1
2227,25,Female,High School,Amazon Flex,37561,26,2,3.102849158560758,3,3,3,0,0
2228,44,Female,Diploma,Amazon Flex,31228,26,3,2.9725699990183823,3,2,2,1,0
2229,32,Male,High School,Uber,39517,20,4,4.8374805892074555,3,3,3,1,1
2230,29,Male,Diploma,Freelancer,29307,24,3,3.434417421766024,3,3,4,1,1
2231,46,Male,Diploma,Freelancer,23211,49,2,2.721863490872482,2,2,3,0,0
2232,22,Male,Diploma,Amazon Flex,34689,45,4,2.5434057629291207,3,3,3,0,1
2233,46,Female,High School,Swiggy,41184,49,3,4.790572522057026,4,4,3,1,1
2234,47,Female,Diploma,Uber,35169,48,3,3.8767157083764694,3,3,4,0,1
2235,29,Male,Postgraduate,Freelancer,32490,36,3,2.1872189052888484,2,3,2,1,0
2236,30,Female,High School,Freelancer,29904,50,3,3.3561414654065507,2,3,2,0,0
2237,26,Female,Undergraduate,Amazon Flex,42904,29,2,2.5262039226779955,3,3,3,1,0
2238,26,Male,High School,Swiggy,25135,21,2,2.439681009610773,3,3,2,1,0
2239,33,Female,Postgraduate,Freelancer,39996,48,2,4.155424330727178,2,2,3,1,0
2240,25,Male,Undergraduate,Freelancer,31016,50,4,2.609368743986562,3,3,4,1,1
2241,29,Male,Diploma,Uber,23854,51,2,1.7861179715800068,3,3,2,0,0
2242,47,Female,Undergraduate,Upwork,21188,54,3,4.350556295353477,3,4,3,1,1
2243,33,Female,Undergraduate,Swiggy,30665,43,3,5.299783987446229,3,3,3,1,1
2244,33,Female,Undergraduate,Upwork,9409,31,3,2.215870317944979,3,2,3,1,0
2245,47,Male,Diploma,Uber,32282,21,4,3.573026819642849,3,4,3,1,1
2246,34,Male,Diploma,Freelancer,37848,40,3,4.181632183684412,3,3,3,0,1
2247,49,Male,Undergraduate,Upwork,29508,30,4,3.6476004220406826,4,4,3,0,1
2248,37,Other,Postgraduate,Swiggy,34646,52,3,4.142850246822764,3,3,3,1,0
2249,31,Female,High School,Swiggy,41635,37,3,3.947547525020955,3,3,4,1,1
2250,38,Female,Postgraduate,Swiggy,37810,50,2,1.6287286244388117,3,3,2,1,0
2251,42,Male,Undergraduate,Freelancer,30258,37,2,5.218147335848853,2,3,2,0,0
2252,32,Male,Diploma,Amazon Flex,48025,52,3,2.6950832682650208,3,4,4,0,1
2253,24,Male,Undergraduate,Uber,34581,37,3,5.825888051878184,4,2,3,0,1
2254,39,Male,Postgraduate,Swiggy,31786,46,3,4.139505665441099,4,4,4,1,1
2255,22,Male,Undergraduate,Upwork,27251,39,3,2.3550035647927428,2,2,2,0,0
2256,37,Male,Postgraduate,Freelancer,36407,29,4,3.382017372242691,3,3,4,1,1
2257,33,Female,High School,Freelancer,30380,45,2,3.349869569711562,2,2,2,1,0
2258,23,Male,Postgraduate,Swiggy,32776,24,4,2.658441263200504,3,3,3,0,1
2259,34,Female,High School,Freelancer,34540,31,3,4.222749159211898,2,2,1,1,0
2260,24,Female,High School,Swiggy,15557,38,2,1.8633991139012736,2,3,2,1,0
2261,29,Female,Diploma,Freelancer,24686,23,3,3.1859182102545116,3,3,3,1,1
2262,44,Female,Postgraduate,Swiggy,28998,24,3,3.535567017683925,3,4,3,1,1
2263,47,Female,Diploma,Freelancer,36240,48,3,2.630377032942987,3,3,2,1,0
2264,39,Female,Postgraduate,Freelancer,25800,38,3,1.1378642525418157,4,2,4,0,1
2265,30,Female,Postgraduate,Swiggy,33928,52,4,3.5777444140498496,3,4,3,1,1
2266,41,Female,High School,Upwork,27764,23,4,2.6734970014546153,4,4,3,1,1
2267,22,Female,High School,Amazon Flex,29567,36,3,3.5307099874973558,3,3,3,1,1
2268,42,Female,High School,Uber,32234,42,3,2.4750195573100906,2,4,2,1,0
2269,31,Male,Diploma,Uber,18609,50,4,3.8258588005667353,3,4,3,1,1
2270,44,Male,Postgraduate,Freelancer,37258,40,3,2.944497920933359,4,3,2,0,1
2271,41,Male,Postgraduate,Swiggy,40928,23,3,2.891970763962553,2,2,3,1,0
2272,36,Male,Diploma,Upwork,33492,23,3,2.9696129190702294,3,3,3,1,1
2273,46,Male,Undergraduate,Swiggy,30789,34,4,4.704319453270026,4,4,3,0,1
2274,23,Male,High School,Swiggy,32670,54,3,2.911080242754024,4,4,3,1,1
2275,30,Female,Postgraduate,Amazon Flex,27273,32,3,2.954245401396367,3,3,3,0,1
2276,30,Female,Diploma,Upwork,23574,37,3,-0.5193854414769072,2,2,3,0,0
2277,41,Female,High School,Freelancer,27171,20,4,3.1113609674508145,3,3,3,1,1
2278,32,Female,Diploma,Amazon Flex,19953,43,3,5.252470171766284,3,2,2,1,0
2279,46,Male,Diploma,Swiggy,26379,53,3,0.8212948705362919,2,2,3,0,0
2280,33,Female,Diploma,Freelancer,32707,40,2,2.497827208053787,2,3,2,1,0
2281,38,Male,High School,Amazon Flex,35371,44,3,2.5276601869175086,3,3,3,0,1
2282,38,Female,High School,Uber,25812,40,4,2.73951768400328,4,4,4,0,1
2283,49,Female,High School,Freelancer,36178,48,2,3.866243778513155,2,3,3,1,0
2284,30,Female,Diploma,Swiggy,41557,21,2,1.3478474409950028,3,2,3,0,0
2285,38,Female,Diploma,Freelancer,30890,52,3,3.466544229080681,3,3,3,1,1
2286,29,Male,High School,Amazon Flex,30552,26,3,2.2009670651900533,3,3,3,1,0
2287,48,Male,High School,Upwork,31303,29,3,1.7245619598383384,4,4,4,1,1
2288,45,Male,Diploma,Upwork,32048,42,3,2.0405122427995113,2,2,3,1,0
2289,24,Male,Diploma,Swiggy,24789,32,4,4.506493158434353,4,4,4,1,1
2290,36,Female,High School,Amazon Flex,28833,28,3,3.247162056281211,2,2,2,1,0
2291,39,Male,Diploma,Uber,22460,23,3,3.5172702526373056,3,3,2,1,0
2292,35,Male,Postgraduate,Swiggy,34028,32,3,4.280008426423639,4,3,3,1,1
2293,34,Female,Undergraduate,Amazon Flex,32492,40,2,3.288658582232247,2,2,3,0,0
2294,44,Female,High School,Amazon Flex,29410,47,2,2.0981104458332025,1,3,2,1,0
2295,42,Male,Diploma,Upwork,33642,34,4,3.0083174447063254,3,3,3,0,1
2296,43,Male,Postgraduate,Freelancer,24794,46,3,2.576888568643958,2,3,2,1,0
2297,49,Male,High School,Swiggy,37655,47,3,4.534033813837745,4,3,3,0,1
2298,24,Male,High School,Amazon Flex,27259,20,3,2.306019726528021,3,3,3,1,1
2299,37,Female,Postgraduate,Uber,25402,54,3,2.959069557404825,3,4,3,0,1
2300,47,Male,Undergraduate,Freelancer,19692,52,4,4.434649618325043,3,3,4,1,1
2301,33,Female,Postgraduate,Uber,32803,50,4,4.186772227582906,3,4,4,0,1
2302,43,Male,High School,Upwork,36040,44,3,3.175303921716994,2,2,3,1,0
2303,36,Female,Postgraduate,Upwork,26776,38,2,1.1421088336552652,3,2,2,0,0
2304,34,Female,Undergraduate,Swiggy,33433,47,3,3.030260633322619,2,3,3,1,0
2305,32,Male,High School,Amazon Flex,36337,45,3,3.5114186681400534,3,2,3,0,0
2306,31,Female,Diploma,Amazon Flex,26468,34,2,3.351352405898362,2,4,2,1,0
2307,26,Male,High School,Upwork,25702,30,2,2.1637087480818193,2,3,2,0,0
2308,24,Female,Undergraduate,Uber,30639,35,4,5.254558078978214,4,3,3,1,1
2309,37,Male,Diploma,Upwork,34951,47,2,2.840706571197982,3,3,3,1,0
2310,39,Male,Diploma,Amazon Flex,25562,25,2,2.6708047317890946,2,2,2,1,0
2311,30,Female,Diploma,Upwork,31361,31,4,1.714175977780899,2,2,2,1,0
2312,46,Male,Postgraduate,Uber,30600,31,3,3.6956601704880385,4,3,3,0,1
2313,29,Male,High School,Upwork,25544,54,3,2.8508466372891257,3,3,4,1,1
2314,34,Female,Undergraduate,Swiggy,17551,53,3,3.743402969332518,3,3,3,0,1
2315,34,Female,Undergraduate,Amazon Flex,42883,24,3,1.5999186029727144,3,3,4,1,1
2316,41,Female,Diploma,Freelancer,27972,27,2,4.111540157350558,2,3,3,0,0
2317,27,Female,High School,Swiggy,43773,27,2,2.1656981377341706,3,3,2,1,0
2318,45,Male,Diploma,Freelancer,33181,44,2,1.2598989750142036,2,3,2,1,0
2319,44,Female,Diploma,Amazon Flex,32315,51,2,2.8623222671539446,2,3,3,1,0
2320,45,Male,Diploma,Amazon Flex,19853,21,4,4.226945699609263,3,3,4,0,1
2321,32,Other,Undergraduate,Amazon Flex,41201,43,3,2.3793224126222476,3,4,3,1,1
2322,26,Female,Postgraduate,Swiggy,38554,34,3,2.792183126914446,2,3,2,1,0
2323,43,Female,Undergraduate,Uber,21545,32,3,1.540086944751832,3,3,2,0,0
2324,24,Female,High School,Uber,27657,39,3,3.468190488182965,2,3,3,1,0
2325,23,Female,Undergraduate,Swiggy,20676,41,2,1.9798021553775016,2,2,3,1,0
2326,24,Male,Undergraduate,Uber,39793,40,2,3.3480941447411645,2,2,3,1,0
2327,36,Male,Postgraduate,Upwork,29653,33,3,3.045446583634928,2,3,3,1,0
2328,34,Female,Diploma,Uber,22562,22,3,3.7965418542939036,2,3,2,0,0
2329,43,Female,High School,Amazon Flex,35471,46,4,3.456476921372213,4,5,3,1,1
2330,44,Female,High School,Uber,19457,35,3,1.586199547618108,4,4,4,1,1
2331,32,Female,High School,Amazon Flex,32617,44,3,3.032589461821184,3,3,3,0,1
2332,46,Female,Postgraduate,Amazon Flex,37546,40,3,2.7846339335101833,2,3,2,0,0
2333,33,Female,High School,Upwork,22210,36,4,3.2522008565880975,4,4,4,1,1
2334,25,Male,High School,Upwork,28704,42,2,0.27657289830111176,3,3,3,1,0
2335,28,Other,Undergraduate,Amazon Flex,31424,53,3,3.898927149670988,3,3,4,0,1
2336,28,Female,Undergraduate,Amazon Flex,30175,28,3,2.4815172270717505,2,3,2,0,0
2337,24,Male,Undergraduate,Upwork,34269,39,3,3.663553846229166,4,3,3,1,1
2338,47,Female,Undergraduate,Upwork,38387,44,3,1.9718039391073434,3,4,4,1,1
2339,26,Female,Undergraduate,Amazon Flex,38298,29,3,4.985262660091935,3,3,4,1,1
2340,23,Male,Postgraduate,Upwork,34476,50,3,1.5469191287581951,3,3,2,0,0
2341,41,Female,Undergraduate,Freelancer,33584,23,4,5.201686335489311,3,4,4,1,1
2342,27,Female,Postgraduate,Freelancer,33858,48,2,1.801606228452812,3,2,2,1,0
2343,25,Male,High School,Freelancer,24360,22,3,2.2468306867869687,2,3,3,1,0
2344,39,Male,Diploma,Uber,32915,22,3,3.686262363894654,4,3,4,1,1
2345,45,Female,Diploma,Uber,25019,24,2,5.309385341800015,3,3,2,1,0
2346,30,Female,Postgraduate,Swiggy,37382,45,4,2.927161643360826,4,4,3,0,1
2347,42,Female,Postgraduate,Upwork,27247,26,4,2.801808961949028,3,3,4,1,1
2348,44,Male,Diploma,Swiggy,22995,41,2,2.3858898090361684,2,3,3,0,0
2349,26,Male,High School,Swiggy,30144,40,3,3.869405133374395,3,3,3,1,1
2350,36,Other,Postgraduate,Upwork,31283,49,4,3.4322621870385013,4,3,3,1,1
2351,32,Female,High School,Upwork,36204,49,3,4.476431033762945,4,3,2,1,1
2352,45,Female,High School,Uber,40461,36,3,3.5800084033774144,4,4,3,1,1
2353,25,Male,High School,Amazon Flex,29060,41,3,1.7397400404259045,3,2,2,1,0
2354,26,Male,Postgraduate,Freelancer,26695,28,2,2.192758548687409,3,3,3,0,0
2355,29,Male,Undergraduate,Swiggy,33932,22,3,4.202948287028869,4,3,3,0,1
2356,42,Male,Undergraduate,Uber,32042,36,3,1.3871278480459097,2,3,3,0,0
2357,41,Female,High School,Upwork,32889,53,3,2.2464760132173365,2,4,2,1,0
2358,35,Male,Undergraduate,Amazon Flex,30443,28,2,2.2865206001539673,2,3,2,1,0
2359,44,Female,Diploma,Swiggy,29152,47,2,2.1709425978850083,2,3,3,0,0
2360,38,Female,Postgraduate,Swiggy,38173,52,4,2.9790791417612765,3,3,4,0,1
2361,29,Male,High School,Freelancer,46192,43,3,1.847732124723708,3,4,3,0,0
2362,32,Female,Undergraduate,Upwork,26057,51,3,3.2920950352792815,3,4,4,0,1
2363,32,Male,Diploma,Freelancer,44907,24,4,3.266829459317603,3,4,3,0,1
2364,31,Female,Undergraduate,Uber,43565,20,3,2.0797538845617902,2,3,3,1,0
2365,48,Female,High School,Uber,28324,20,3,2.729970488219072,4,3,3,1,1
2366,32,Female,Postgraduate,Uber,28949,31,2,3.460533381867517,3,2,2,1,0
2367,41,Male,Postgraduate,Upwork,39629,52,3,2.0641174566210028,4,3,3,1,1
2368,23,Male,High School,Uber,34587,21,3,1.323999938811156,2,2,3,1,0
2369,33,Male,Postgraduate,Upwork,29620,48,3,3.512181945046435,3,4,3,0,1
2370,22,Male,Undergraduate,Amazon Flex,30964,20,3,3.7998829047581495,3,2,3,0,0
2371,44,Male,Undergraduate,Upwork,45691,27,4,2.777117392853152,4,3,3,1,1
2372,48,Female,High School,Amazon Flex,32051,29,2,1.687383441577389,3,2,2,1,0
2373,39,Female,High School,Swiggy,38867,44,3,2.309675715202195,5,3,3,0,1
2374,31,Female,High School,Swiggy,45091,36,2,6.045964825642395,2,3,3,1,0
2375,22,Male,Diploma,Upwork,34655,25,3,2.946773186360178,3,3,2,1,0
2376,30,Female,Postgraduate,Freelancer,48675,25,3,4.991818919873469,2,2,3,1,0
2377,43,Female,High School,Freelancer,28484,47,3,1.7119741908008734,2,3,2,1,0
2378,36,Male,High School,Upwork,36193,50,3,4.7069816435362695,4,3,3,0,1
2379,26,Female,Diploma,Amazon Flex,48935,47,3,3.805952245692787,4,4,4,1,1
2380,40,Female,Postgraduate,Swiggy,24214,23,2,2.9941931205415373,2,3,2,1,0
2381,38,Female,Postgraduate,Uber,31221,52,2,2.118222878235546,2,3,3,1,0
2382,24,Female,Postgraduate,Uber,12611,53,3,0.14826103815791347,2,2,3,1,0
2383,46,Female,Diploma,Amazon Flex,35124,41,3,5.861973105126516,3,2,3,1,1
2384,41,Male,High School,Freelancer,33344,21,3,1.2563472112211744,4,3,3,0,1
2385,45,Female,Postgraduate,Uber,26031,40,4,2.4007225404091366,3,4,3,1,1
2386,47,Female,Undergraduate,Upwork,32858,30,3,2.3080000077649228,4,4,4,0,1
2387,28,Male,High School,Swiggy,36679,37,4,4.574241280987145,4,3,3,0,1
2388,32,Female,Diploma,Uber,37013,35,2,0.8041853552832015,3,2,3,1,0
2389,22,Male,Postgraduate,Upwork,31833,39,4,3.051107136635222,4,3,3,1,1
2390,31,Male,Undergraduate,Amazon Flex,26869,27,4,5.142482467751405,3,3,3,1,1
2391,40,Male,Undergraduate,Upwork,29477,48,3,2.297434158869792,3,4,3,0,1
2392,48,Female,Undergraduate,Amazon Flex,19701,40,3,3.7134942469641103,2,3,3,0,0
2393,47,Male,Undergraduate,Uber,40640,45,2,1.1845542916866054,3,2,2,1,0
2394,23,Female,Undergraduate,Swiggy,21238,53,4,3.243117569914611,3,4,3,0,1
2395,48,Female,High School,Swiggy,28507,50,3,5.665342555160001,3,3,3,1,1
2396,35,Female,Undergraduate,Uber,23265,27,3,2.4417292849252705,3,4,4,0,1
2397,22,Female,Diploma,Swiggy,36312,25,4,3.6262571415390337,4,4,3,1,1
2398,25,Male,Undergraduate,Amazon Flex,27558,49,2,0.16973328853440384,2,1,3,1,0
2399,46,Female,Diploma,Amazon Flex,38959,49,3,2.6961957229838465,2,2,2,0,0
2400,28,Male,Postgraduate,Freelancer,46607,48,4,2.9113614606218503,3,4,3,0,1
2401,48,Male,Undergraduate,Amazon Flex,28412,53,4,3.502899756923371,3,3,3,1,1
2402,37,Female,Diploma,Amazon Flex,19362,40,2,5.10088699708289,3,3,2,0,0
2403,27,Female,High School,Upwork,22533,32,2,1.7006152632489706,2,2,3,1,0
2404,25,Female,Diploma,Upwork,25625,29,3,3.564669986034146,3,4,3,1,1
2405,23,Female,Diploma,Amazon Flex,44690,45,3,3.208524206630906,2,2,2,1,0
2406,39,Female,High School,Uber,33478,47,3,1.7241580530327334,2,3,1,1,0
2407,44,Female,Postgraduate,Uber,12116,25,3,2.510231280264236,2,2,2,0,0
2408,34,Female,Undergraduate,Swiggy,20122,31,3,3.399953214019572,3,3,3,0,1
2409,40,Male,Diploma,Freelancer,39961,20,2,3.2396926856153905,2,3,3,0,0
2410,24,Male,Diploma,Freelancer,26113,36,3,3.646644750184805,2,3,2,1,0
2411,26,Female,Diploma,Amazon Flex,29403,40,3,3.7322645461929023,3,4,2,1,1
2412,28,Female,Postgraduate,Freelancer,32528,50,3,1.2006082127773408,3,2,3,1,0
2413,38,Female,Diploma,Upwork,33822,52,4,0.4792102877579185,4,3,3,1,1
2414,48,Male,Diploma,Amazon Flex,28014,37,3,2.4682375019476672,2,3,2,0,0
2415,31,Female,Diploma,Freelancer,32017,33,4,3.4510121433982754,3,3,3,1,1
2416,42,Female,Postgraduate,Swiggy,40229,23,2,3.1067931404003266,3,3,3,1,0
2417,29,Female,High School,Upwork,22141,54,3,3.343005234734035,2,2,2,0,0
2418,25,Female,Postgraduate,Uber,22249,31,4,1.9396381676225847,3,3,3,1,1
2419,26,Female,Postgraduate,Amazon Flex,29205,22,3,2.567759475775734,4,3,3,1,1
2420,42,Male,High School,Freelancer,30116,28,3,3.8466872945724475,2,2,2,1,0
2421,29,Female,Undergraduate,Amazon Flex,28219,41,3,5.644879402514228,3,3,3,0,1
2422,28,Male,High School,Uber,30906,54,3,4.982659264768602,4,3,4,1,1
2423,41,Male,High School,Upwork,24793,24,2,4.439146716719976,2,3,3,1,0
2424,26,Female,Undergraduate,Upwork,36138,53,2,2.8457524154377567,2,3,3,1,0
2425,25,Male,Undergraduate,Freelancer,25385,23,2,2.9129918122183827,2,2,3,0,0
2426,35,Female,High School,Freelancer,34335,23,3,2.932353316097748,2,2,3,1,0
2427,30,Male,High School,Upwork,21278,32,2,3.2430309989490524,2,2,2,1,0
2428,31,Other,Diploma,Upwork,22826,33,4,4.418857595191967,4,3,4,1,1
2429,34,Female,Undergraduate,Swiggy,25661,43,4,0.6999864073731934,3,4,4,0,1
2430,46,Male,Diploma,Swiggy,18191,22,2,2.6473032507309227,2,2,2,1,0
2431,40,Female,Undergraduate,Amazon Flex,21403,20,2,3.914728014662617,4,4,4,1,1
2432,49,Female,Undergraduate,Freelancer,36207,39,4,1.6086025604472478,4,4,3,1,1
2433,28,Female,High School,Amazon Flex,35149,52,3,1.188357228874477,2,3,3,1,0
2434,24,Male,High School,Amazon Flex,29523,24,3,4.335296140264855,3,3,3,1,1
2435,48,Male,Undergraduate,Amazon Flex,33468,20,3,1.8552455070720295,3,3,2,0,0
2436,48,Male,Diploma,Freelancer,43021,47,4,3.18267981994798,4,4,4,0,1
2437,30,Male,Diploma,Swiggy,26866,39,3,2.929143308892159,4,4,3,0,1
2438,25,Male,Postgraduate,Freelancer,26490,27,3,3.1310681962212055,2,3,2,1,0
2439,49,Female,Postgraduate,Uber,30546,51,4,2.570730838779629,3,3,3,1,1
2440,41,Male,Diploma,Upwork,38519,37,3,3.584149320850085,3,3,3,0,0
2441,29,Male,Postgraduate,Upwork,26493,42,3,3.067910937409687,4,4,3,1,1
2442,42,Male,Diploma,Amazon Flex,28689,53,4,4.02655942426963,3,4,3,1,1
2443,49,Male,Diploma,Upwork,35383,51,3,3.3476685975459364,4,4,3,0,1
2444,47,Male,Diploma,Amazon Flex,27957,45,4,4.247118465945187,4,3,3,1,1
2445,33,Male,Diploma,Swiggy,29025,52,3,3.19868824781347,4,3,3,1,1
2446,30,Female,High School,Uber,23283,21,2,0.2590385452112556,2,3,2,0,0
2447,47,Male,Undergraduate,Amazon Flex,20203,21,2,1.1305755976416747,2,3,3,1,0
2448,33,Female,Undergraduate,Freelancer,34413,27,3,2.620125222066443,2,2,2,1,0
2449,30,Male,High School,Freelancer,32345,51,4,3.3099061540720385,4,3,4,0,1
2450,27,Female,High School,Swiggy,15982,38,3,3.6796956755696426,2,3,3,1,0
2451,36,Male,High School,Freelancer,29622,35,3,4.671757339131755,4,3,3,1,1
2452,29,Female,Postgraduate,Freelancer,36859,54,2,4.119075935364279,2,3,2,1,0
2453,39,Male,High School,Upwork,29575,40,4,3.8451493121857547,3,3,3,0,1
2454,22,Female,Undergraduate,Freelancer,15995,46,2,-0.2622884620149928,2,2,2,1,0
2455,31,Male,Postgraduate,Amazon Flex,23117,38,3,3.541051638387681,2,2,3,1,0
2456,24,Male,Diploma,Freelancer,32634,51,2,3.091251335426749,2,3,3,0,0
2457,35,Female,Postgraduate,Amazon Flex,18452,52,4,2.6141007482301784,3,4,3,0,1
2458,23,Female,Undergraduate,Uber,38632,37,4,2.888571051425132,4,4,3,1,1
2459,27,Female,Diploma,Freelancer,28080,34,4,4.39995042330983,4,4,3,0,1
2460,26,Male,Postgraduate,Upwork,24231,45,4,3.0282353825591497,4,4,4,1,1
2461,37,Male,Postgraduate,Upwork,33431,42,3,2.9156397571292256,4,3,3,1,1
2462,28,Female,Diploma,Upwork,35451,39,2,1.9992651588719104,2,3,3,1,0
2463,22,Male,High School,Swiggy,31419,54,4,2.3421564271260893,3,3,3,1,1
2464,46,Male,High School,Upwork,22097,54,3,2.083627024353028,2,2,3,0,0
2465,32,Male,High School,Upwork,36001,29,2,3.2725443405976256,2,2,3,1,0
2466,24,Female,High School,Amazon Flex,44076,39,3,3.481185477101179,2,2,3,1,0
2467,33,Male,Diploma,Swiggy,27801,28,2,1.459468122779305,3,3,3,0,0
2468,42,Female,Diploma,Upwork,27177,48,3,3.117143019412296,4,3,3,1,1
2469,43,Female,Postgraduate,Upwork,42700,44,2,2.1001530449348804,2,3,3,1,0
2470,43,Male,Postgraduate,Upwork,25421,51,3,1.8362693342830834,2,2,2,0,0
2471,41,Male,Postgraduate,Swiggy,30010,32,3,4.723969586294174,3,3,3,1,1
2472,26,Female,High School,Amazon Flex,33976,42,3,4.218171950978724,2,3,2,1,0
2473,40,Female,Postgraduate,Uber,30780,36,4,3.7523117351654744,4,3,3,0,1
2474,31,Male,High School,Amazon Flex,29517,43,3,2.57916282067243,4,3,3,1,1
2475,25,Female,High School,Swiggy,31189,35,3,3.7321753627814775,2,4,2,1,0
2476,38,Male,High School,Freelancer,21535,33,2,3.124508107839394,2,2,2,1,0
2477,26,Male,Undergraduate,Uber,42420,38,3,4.232820640048981,2,3,2,1,0
2478,35,Other,Diploma,Freelancer,36248,44,3,3.666555292806877,4,4,4,1,1
